ID,Type,Strain
018NY6XC00VTZ0FX1VZ293E9ZA,"","Haze Plum Purple Passion"
018NY6XC00VT4Q4BF2015Q6D9F,"","Haze Satellite"
018NY6XC00VT2H6YQXDCFHRK06,"","Haze Skunk"
018NY6XC00VTMT23D7P4Y2D34Y,"","Haze Special"
018NY6XC00VTYQ1HS7ZS6H82KY,"","Haze Superior"
018NY6XC00VT53P0ST0TM577FH,"","Haze Wreck"
018NY6XC00VTMRJWKNB98B7M0M,"","HazMat OG"
018NY6XC00VT3S883BVKYNFTVC,"","Hazy Daze"
018NY6XC00VTQYZAAQPG9CB125,"","Hazy Daze (Dutchbreed)"
018NY6XC00VTJNR54PJMH7VM1H,"","Hazy Girl"
018NY6XC00VTQBXYMVF4BZ52QD,"","Hazy Kush"
018NY6XC00VT5XQGA8MWX5D99H,"","Hazy OG"
018NY6XC00VTQXGK15KE3TH313,"","Hazy's Dawg"
018NY6XC00VTZ03M7ZWQGRC0MD,"","Hazy Train"
018NY6XC00VT82WRKH27R7C9RA,"","Hazy Vixen"
018NY6XC00VT378AMFVE7F20FN,"","Headband"
018NY6XC00VTFDTZE4ZE150XRW,"","Headband 520"
018NY6XC00VT9HK4N32CDCAEZD,"","Headband Cake"
018NY6XC00VTW3FEJZEFAG4P6C,"","HeadbanD Cookies"
018NY6XC00VTQFT4VZW4G4EDEM,"","Headband Diesel (Daywrecker)"
018NY6XC00VTKKFWP44VN7B835,"","Headband GAL6008"
018NY6XC00VTEZC8JTDSYR91P2,"","Headband GAL6089"
018NY6XC00VTCC727KHQ7QQ655,"","Headband Haze"
018NY6XC00VT6FH84HYCV56A4F,"","Head Band (Med-Man)"
01E7C199JG2YMRSG904Q3215GP,"Sativa/Indica","Headband Memory Loss #2"
018NY6XC00VTA9SPE8M91N03HN,"","Headband OG"
018NY6XC00VTDP4N8THM4JASD7,"","Headband OG (Relentless Genetics)"
018NY6XC00VT1B15KTPPVPC2T8,"","Headband OG Sour"
01E7C19ABBJDGRASFM722W4VN7,"Indica/Sativa","Headband Sourdough #5"
018NY6XC00VTF3VN43K11WD6PC,"","Headbanger"
018NY6XC00VT5QMT8ZW36W24W9,"","Head Cheese"
018NY6XC00VTVSJ97MA7TGF3MS,"","Headcheese OG"
018NY6XC00VTJ2537MVFQ89VMF,"","Head Cracker"
01E7C19CVVNMMEFNAH4CJFSXB4,"Hybrid","Headdawg"
01E7C19DMKBDJE76B1YMY6KDH8,"Hybrid","Head Dog"
01E7C19EDBHFMRS35RRM0GTPRB,"Hybrid","Headmaster Kush"
018NY6XC00VTQQ2M6WWHCVDRP0,"","Headshot"
018NY6XC00VTQE9NE99CDZTXCF,"","Headstash"
018NY6XC00VTTFK2SWKMY8300W,"","Head Trip"
018NY6XC00VTXXJCD224WFBB0E,"","Headway"
018NY6XC00VT307Z11K9TYQM55,"","Headwrecker"
018NY6XC00VTG9R1V7W8VTVCZR,"","Heady Kushna"
018NY6XC00VTBABC556YG2RNXV,"","Healing Fields"
018NY6XC00VTT36MV92SB3V8ZV,"","Hear Me Now"
018NY6XC00VTWFEJBC8K3GDPAP,"","Heart of Gold"
018NY6XC00VTPVB8VZSAM0YA97,"","Heatseeker"
01E7C19GY62E11CJQNWG1SHC5T,"Indica/Sativa","Heatwave"
018NY6XC00VTGH3HQPCEJ54JN4,"","Heaven"
018NY6XC00VTPD5VMVBHK2W2GD,"","Heavenly"
018NY6XC00VTW22NMEWSB7SB3D,"","Heavenly Haze"
018NY6XC00VTF3SVCE879H51F7,"","Heavenly High"
018NY6XC00VTNN8ZWRGY5D5QQF,"","Heavenly Klingon"
018NY6XC00VTF1MW5TCA8ZR01P,"","Heavenly (Master Thai)"
01E7C19J9N92VAHQ5V738W06JZ,"Indica/Sativa","Heavenly Og"
018NY6XC00VTH459RBFCGZJFGB,"","Heaven Mountain"
018NY6XC00VTSVW4KAPHKYJKFP,"","Heaven Scent"
01E7BX7BR8WC1PHPG503ADES26,"","Heaven's Fruit"
01E7C19M7R7MYS6E7QWEB5Y4WS,"Indica","Heavy Bud"
018NY6XC00VT6E7WGVM50B021Y,"","Heavy Duty Fruit"
018NY6XC00VTK532XTKDW3HFRR,"","Heavy Duty Fruity"
018NY6XC00VTVJP5JX3C6EGXW4,"","Heavy Hitter OG"
018NY6XC00VT3DEEB30ZRJV0XP,"","Heavy Metal F1"
018NY6XC00VT16T3EYC0B2S9ZA,"","Heavy OGK"
018NY6XC00VT373TQZSHZ2AP68,"","Heavy Ooey Gooey"
018NY6XC00VTD6QZZXWVQRJSD2,"","Heavyweight Fruit Punch"
018NY6XC00VT6PTZHD3VGMJWND,"","Heisenberg Kush"
018NY6XC00VTZW4NB7P6EVTR3J,"","Heisenberg Kush (Walter White)"
018NY6XC00VT7KJK3WEGBZAM37,"","Helen Back"
018NY6XC00VTVK1KCSY0SF60PF,"","Helen Back #2"
01E7C19QXKADR4ENEX5QX2J1G9,"Sativa/Indica","Helios"
018NY6XC00VT0AETMGTV05JBJF,"","Helix"
01E7C19TM966DFA3NN3GCVJ3JJ,"Indica/Sativa","Hell Face On Fire"
018NY6XC00VTHGRXKQG7WY40EZ,"","Hellfire OG"
018NY6XC00VT4FF5SCWHYVTXTE,"","HellFire OG"
018NY6XC00VTK0T6TWJ3JGP1NM,"","Hell Hound"
018NY6XC00VT9611669VESAVMQ,"","Hello Kitty"
018NY6XC00VTZSHHV74PNC97BX,"","Hell Raiser OG"
018NY6XC00VTF20B4Z1PNGJ134,"","Hell's Angel OG"
018NY6XC00VTXF5XQYCVYQGQ81,"","Hells Angel OG"
018NY6XC00VTMHK88K12DF0M1D,"","Hell's Bells"
018NY6XC00VT9G2YVSS0PTNDV0,"","Hell Scout Cookies"
018NY6XC00VTC0DD2XVK0TNNXR,"","Hell's Fire"
01E7C19WJ6CYH17EDYPMYJYY01,"Indica/Sativa","Hells Fire"
018NY6XC00VTRJEYPD87G190J1,"","Hells OG"
01E7C19SVHDRMT8G0YRPKRCKV5,"Indica/Sativa","Hell'S Og"
018NY6XC00VTFAZSW8WQTH7FEF,"","Hemlock"
018NY6XC00VTSH8JGQQMWX50DD,"","Hemp cultivar NLH"
018NY6XC00VTMFNA31HZ59CZNW,"","Hempstar"
01E7C19YG5ZQQHCP3R764DM1MP,"Sativa/Indica","Hendo Cream"
018NY6XC00VT1YV0MTG8792MEE,"","Hercules"
018NY6XC00VTFT5Z9A3XYC69CP,"","Heribei"
018NY6XC00VTHFTVCW0VPS8FC3,"","Hericules"
018NY6XC00VT02XBJAVYM4NZ24,"","Herijuana"
018NY6XC00VTPHTM8W2JG1CV2E,"","Herijuana Cross"
018NY6XC00VTXX1A6H9SAQ8Z4F,"","Herijuana Jack 33"
018NY6XC00VTE1HJCSJVS2HK27,"","Herijuana (Motarebel)"
018NY6XC00VTXNHVX2YZS7BSK1,"","Herijuana (Sannie's)"
018NY6XC00VT5QD2EYB7DNXT9T,"","Herijuana (Woodhorse)"
018NY6XC00VTWG31QV0SE2M0HV,"","Heri OG Kush"
018NY6XC00VT5C8P96HDJPSHF3,"","Her Majesty"
018NY6XC00VT6FY6QJFJ2W9MCY,"","Herojuana"
018NY6XC00VTC6Z09BW0ZP670D,"","Hero OG"
018NY6XC00VT3ASZM09PTNYAX5,"","Herouana"
018NY6XC00VTN9G1PP4T4W663X,"","HEX"
018NY6XC00VT6J1MPFTCMQ8R8Q,"","Hey Dave"
018NY6XC00VT0FMKFP8CZQE3WP,"CBD","HH Pink"
018NY6XC00VTQ592K62NPQX8D3,"CBD","HH Rainbow"
018NY6XC00VTENAPH18ZHVJW5F,"CBD","HH Red"
018NY6XC00VTEH3CVRCYEP82MB,"","Hiawassee"
018NY6XC00VTZMGFQQR9EPJ3Y9,"","Hibiscus Sunrise"
018NY6XC00VT9Z49ZFYBAZVNF3,"","Hielo"
018NY6XC00VTCPKWSGRH7J8P6R,"","High CBD"
018NY6XC00VTK523MS3WTFCC72,"","High Country Diesel"
01E7C1A53HC0CRY14A7GCC1X7E,"Indica/Sativa","High Desert Og"
018NY6XC00VTPRJYCSHKDG1DYS,"","Highend"
018NY6XC00VT32WKCQJQWSKC0V,"","Higher Power"
018NY6XC00VTQ0SJ3A7HYNDVVE,"","High Flyer"
018NY6XC00VTPQ25JS1ZDJZ6ND,"","High-grade"
018NY6XC00VT83FHKMDBKA7YT4,"","High Grade 2003"
018NY6XC00VTAR3G2MSJFVKGN7,"","High Land"
018NY6XC00VT123B9D8G7MNH5D,"","Highland Afghani"
018NY6XC00VT81N8WQ2ECBE26V,"","Highlander"
018NY6XC00VT04PDSA166H6YWA,"","Highland Nepalese Landrace"
018NY6XC00VT50PXSVXAZM2RGZ,"","Highland Oaxaca Gold"
01E7C1A6EVEV9R2P20RHKS10EX,"Sativa","Highland Oaxacan Gold"
01E7C1A77JN3VS72MW1WTEG3S3,"Indica/Sativa","Highlands"
018NY6XC00VTFRBVN24FTQY326,"","Highland Thai"
018NY6XC00VTEQEKD7ZMJB66S1,"","Highland Thai (Juicy Fruit Thai)"
018NY6XC00VTAKPBJCJ9RD4WB5,"","High Level"
018NY6XC00VTDZAJTDD8E4DYXY,"","High Mids"
01E7C1A8JXWQG7W6RD7QR5BEKT,"Indica","High Octane OG"
018NY6XC00VT8DX9YHM9XNTDY9,"","High Octane OG BX3"
018NY6XC00VTRXFC65YCW9WV5W,"","High Octane OG (Heirloom cut)"
018NY6XC00VT8GZRDBWKM7D5ZK,"","High Priority"
018NY6XC00VTCH0V1ACB0PEG72,"","High Rise OG"
01E7C1A9Y7W9T27BM3H9VSBJ0Z,"Hybrid","High School Sweetheart"
018NY6XC00VTTD4MN6SGHGHHD3,"","High Terpenes"
018NY6XC00VTPGAHACW1SKFDYZ,"","High THC"
018NY6XC00VT33G53RG113WACX,"","High Voltage"
018NY6XC00VT8CAC3MAT2GEZGJ,"","Highwayman"
018NY6XC00VTCA41BX4D1X1R3X,"","Highway Star"
018NY6XC00VTG4MACKC6T81VJK,"","Hijack"
01E7C1AB9G7DG0RWGQY243TXY3,"Hybrid","Hikers Headband"
018NY6XC00VTBPSWVTMV3WFXR6,"","Hillbilly"
018NY6XC00VT46S103MHNJTC1T,"","HillBilly Armor"
018NY6XC00VTBVYM80HMP1HBRH,"","Hillbilly Crack"
018NY6XC00VTBHHFDAYQ3VYTXD,"","Himalaya Gold"
018NY6XC00VT5G8X5DSNC4ZX95,"","Himalaya Haze"
018NY6XC00VTZ0BAEEFXVY6VVK,"","Himalayan Blackberry"
018NY6XC00VTAGWZDYN8GC6V2X,"","Himalayan Gold"
018NY6XC00VTSKTA03J6TB8448,"","Himalayan Indica"
018NY6XC00VTBSHH69020FDW6K,"","Himalayan Monster"
018NY6XC00VTXFNSHYJGQE2WGC,"","HimaLemon"
018NY6XC00VT9BP00D98FS9AEF,"","Himalyana Sativa"
018NY6XC00VT9RE8NPF2GS8Z13,"","Hindica"
018NY6XC00VTJN62FDS6W5ATBZ,"","Hindu"
018NY6XC00VTZPBD087NJW3HYQ,"","Hindu Berry"
01E7C1AECPEEB1J9YRV6KJAESR,"Indica/Sativa","Hindu Cream"
018NY6XC00VTHDTEP1J3V8K0ZA,"","Hindu Kush"
018NY6XC00VTWQV1DTRXQARW9M,"","Hindu Kush (Kiwi)"
018NY6XC00VT5GWESJZ41PMX2K,"","Hindu Kush Skunk"
018NY6XC00VTXNRDKD9V9D9WCY,"","Hindu Skunk"
018NY6XC00VT98EY9FVTNHX1H7,"","Hindu Sun"
01E7C1AGAW008S02A90KEBEQP3,"Hybrid","Hindu Tahoe"
018NY6XC00VTQWD8ER27CHM2SD,"","HiNoon"
01E7C1A35G6QAQ45QVGKG53MGD,"Hybrid","Hi-Octane"
018NY6XC00VTJF0X52DP4HQVXS,"","Hippie Chicken"
018NY6XC00VTYWX6YPSTE2FMGM,"","Hippie Crippler"
018NY6XC00VTQ54WQDSECAKYYF,"","Hippie Killer"
018NY6XC00VTQ078PYANXJ8RYS,"","Hippie OG"
018NY6XC00VTDT0NZ2F3VJ9YPP,"","Hippy Slayer"
018NY6XC00VTDZ2G8EVZT6TK0Y,"","Hitman OG"
01E7C1AJVT1759FBDBG17ZN0KD,"Indica","Hmong Thai"
018NY6XC00VTREAVRDWFR56CTA,"","Hmong Thailand"
018NY6XC00VTK03PFWDBZ16QNN,"","Hoarfrost"
018NY6XC00VTP4BDVGKABJ9EKN,"","Hobbit"
018NY6XC00VTVHKZQA436H955C,"","Hog"
018NY6XC00VTB3TNYXMWGHNNZB,"","HOG Organic"
018NY6XC00VT404VN53DVYG0V2,"","Hog PC"
018NY6XC00VTH4X8E9TP8QD4PT,"","Hogsbreath"
018NY6XC00VTNW22PVYHT14FYA,"","Hog's Breath"
01E7C1ANJV86Q5P81CKMWDQNW2,"Indica","Hogs Breath"
018NY6XC00VTS2048TSB0445SM,"","Hog's Kush"
018NY6XC00VT7XHC12RHJJKP4E,"","Hokkaido Japan"
018NY6XC00VTD2BBVNK107P7BX,"","Hola Lightning"
01E7C1APBJ33G37B11RV1WBZH0,"Indica/Sativa","Holland Diesel"
018NY6XC00VTE9TXG42H7MWKJJ,"","Holland NL VI"
018NY6XC00VT6VJX3A8765W2P9,"","Hollands Hope"
018NY6XC00VT2W4DMSQA5YAEAA,"","Holland's Hope (Hollandsch Hoop)"
01E7C1AQPVGPJZGH89054YF865,"Sativa","Holland Skunk Special"
018NY6XC00VTCCEG5MZKWY1S2Y,"","Hollyweed"
018NY6XC00VTMSVG8YP1W56KRA,"","Hollywood OG"
018NY6XC00VT06P98A4GAH0F8M,"","Hollywood Pure Kush (LAPK)"
018NY6XC00VTCKB39QHDKVYAF3,"","Hollywood Snow"
018NY6XC00VT0QPW2XWRPC1J90,"","Holy Banana"
018NY6XC00VT63Y16E5TT5XA53,"","Holy Chocolate Thai"
018NY6XC00VT4GNZV5EDCBWFDM,"","Holy Crack"
018NY6XC00VTRDFFH050ECWJVK,"","Holy Crush"
018NY6XC00VTD88XX7G21CSDMA,"","Holy Diver"
018NY6XC00VTA2K4B15YXA4QN9,"","Holy Dream"
018NY6XC00VTZ1CE9H1GE1XPQZ,"","Holy Ghost"
018NY6XC00VTKZE775M65TJ2EQ,"","Holy Ghost Kush"
018NY6XC00VTYEDKYXFEEGJ0XP,"","Holy Grail"
018NY6XC00VT4V1EK72RC3J8MM,"","Holy Grail Haze"
018NY6XC00VT9SMQ863H77K4SF,"","Holy Grail Kush"
018NY6XC00VT0NC8CNEYTEGNSJ,"","Holy Grail OG"
018NY6XC00VTVKS0YBW350CYS9,"","Holy Headband"
018NY6XC00VTP029PK7GGBP9RV,"","Holy Lotus"
018NY6XC00VTNXAGB82FN3JGWF,"","Holy Moly"
018NY6XC00VT2W7ZDTETX35Y2Q,"","Holy Power"
01E7BXDCRCX1531TCTS1RPTPJF,"-unknown-","Holy Princess"
01E7C1AXQ8S1QX2TVC5R436FWG,"Sativa/Indica","Holy Roller"
018NY6XC00VTARVZMEAP74QX4K,"","Holy Stic"
018NY6XC00VTKS9XJ7H0DQJ1KC,"","Holy Water"
018NY6XC00VTG8HV3KTEKX47H4,"","Home"
01E7C1AYFZDWXFGD22SF2FCWR9,"Indica/Sativa","Homebaked Cookies"
018NY6XC00VTZT98J3652EAGAA,"","Homegrown Fantasy"
018NY6XC00VTGTRSPC2N152Y1C,"","Homegrown Haze"
018NY6XC00VTVKVJ9QG4DEQ8RC,"","Homegrown Kush"
018NY6XC00VTGY99K6JBYMZ636,"","Homegrown Purple"
018NY6XC00VT5RMQ0BAVRAJN1A,"","Homegrown Skunk"
018NY6XC00VT62D2QVEY5MXF3C,"","Homwgrown Lowryder"
018NY6XC00VTMA77WJD3RVH76K,"","Honah"
018NY6XC00VTFABBJMVNF6NAAJ,"","Honduras"
018NY6XC00VTMQ26P7C4TK0ZM3,"","Honey B"
018NY6XC00VTAGH5QWJ02XX2TC,"","Honey Badger Haze"
018NY6XC00VTMXD45TGJD6BY79,"","Honey Bananas"
018NY6XC00VT0XRPD9Y8KV8J71,"","Honey Bear"
018NY6XC00VTM7N1NHY4GPVT0Q,"","Honeybee"
018NY6XC00VTP5GB05E27AM8HZ,"","Honey Boo Boo"
018NY6XC00VT35FMDMA6DQZTRZ,"","Honey BooBoo"
018NY6XC00VTGX8JZXH6TKKCD8,"","Honey Bucket"
01E7C1B3B12012T6KTY7F25B1B,"Hybrid","Honey Bud"
01E7C1B43RECPHNSPWFGMBW1CS,"Sativa/Indica","Honey Comb"
018NY6XC00VT4SERVDZY2WQTX9,"","Honeydew"
018NY6XC00VTCE3J8EKS5T6WH0,"","Honey Lemon Cheese"
018NY6XC00VTX2FFCK40ZC5N2Y,"","Honeymoon"
018NY6XC00VT0GXXH5Y3SM8VT7,"","Honey OG"
01E7C1B4WG6AE13S2V9WM7FA5T,"Indica/Sativa","Honey Pot Kush"
018NY6XC00VTBDX89GHX68H5XG,"","Honey Rock"
018NY6XC00VTZPDPB4EBTWSWWN,"","Honey Storm"
018NY6XC00VT670SSY016DR69T,"","Honeysuckle"
018NY6XC00VTSYCDGNNCN5CR33,"","Hong Kong"
018NY6XC00VTW2CSXHHXYWST4D,"","Hong Kong Diesel"
018NY6XC00VTFZQQ727SSDTX5E,"","Hong Kong Star"
018NY6XC00VTWPZQ6E41CCN1MR,"","Honu Blue"
018NY6XC00VTKNDG33BR2AFJX4,"","Honu Maui"
018NY6XC00VT9D2Q5ETETBXMM7,"","Honu UW"
018NY6XC00VTFH3KPSMQ862VM6,"","Honu White Lsd"
018NY6XC00VTWX3R46T122913S,"","Hoodwreck"
018NY6XC00VT3FFS1S1A3XQW01,"","Hookaberry"
018NY6XC00VT5SH7HWGWVGP6PN,"","Hoosier, Hoot'n Hollar"
018NY6XC00VT43K40RX9VVB8V6,"","Hope Springs"
018NY6XC00VT2FY3GRYW408Z4N,"","Horn Dawg F1"
018NY6XC00VTSH0ND1ZSWP13KZ,"","Hot Box"
018NY6XC00VTJ5QKVB3RA8RG61,"","Hot Pink Whistle"
018NY6XC00VTJPC041KDAT3CK0,"","Hot Rod"
01E7C1BBFG0WN7T0MC88Q5XN9B,"Indica/Sativa","Hound Dawg"
018NY6XC00VTWFHTJH2X548JBW,"","Hoyo 18"
01E7C1BC88B2KWP5GA6BM6VAA8,"Indica/Sativa","HP-13"
018NY6XC00VT5GEAAY08SAMSB9,"","HP13 (Hash Plant #13)"
018NY6XC00VT8BVEK81QC815WX,"","HPD"
018NY6XC00VTYH4EZAECPZDW1N,"","H.S.C. Trainwreck Seedling"
018NY6XC00VTZPA9FRT6J29RZ7,"","HTAF"
018NY6XC00VT4KWVVHZTP7RQQA,"","Hubba Bubba"
01E7C1BDKP0GR2BFKW19CKKAJP,"Indica/Sativa","Hubba Bubba Kush"
018NY6XC00VT6GEX7EGT39TE5D,"","Hubbabubbasmelloscope"
018NY6XC00VTVH21J9SRS24ACC,"","Hubble Bubble"
018NY6XC00VT9HDJ3F8Y50C9XX,"","Huckleberry"
018NY6XC00VTTY7X5S7GTNM6AH,"","Huckleberry Cough V2"
018NY6XC00VTW5JZNQ21V5BK0H,"","Huckleberry DesTar"
01E7C1BEZ58N3T0AABZMJ6B30Y,"Indica/Sativa","Huckleberry Diesel"
018NY6XC00VTKWF4CR3NW5FNX4,"","Huckleberry Hound"
018NY6XC00VTSWF9TFAS8J0DA0,"","Huckleberry Kush"
018NY6XC00VT3E1DC42YD4S91T,"","Huckleberry Lemonade"
01E7BYQ0FRDTGTC4FDD55XNGKA,"-unknown-","Huckleberry OG x Branscom"
018NY6XC00VTPNDQMP1GGFA00K,"","Huckleberry Pounder"
018NY6XC00VTTYME5MNJYPHG0G,"","Huckleberry Pound GI"
01E7C1BGAHHCD3HWJV1YE96JR2,"Indica/Sativa","Huckleberry Soda"
018NY6XC00VT5EK10GV1MA4VJ9,"","Huckleberry Space Queen"
018NY6XC00VT1YSAA62M31P7YA,"","Hula Buddha"
018NY6XC00VTZ0GBCM860X6018,"","Hula Girl"
018NY6XC00VTTW6MBRWE2S6EEG,"","Hulkamania"
018NY6XC00VTXA43K4EPA67PGD,"","Hulkamaniac"
01E7C1BHNZ62Z2VNJX6SY40FHR,"Sativa/Indica","HulkBerry"
018NY6XC00VT7HG3YV9AYHMY5J,"","Hulk Smash!"
018NY6XC00VTGMRDG74P7P4GQK,"","Humble Pie"
018NY6XC00VT8JVKW3MPPVT9Y3,"","Humboldt"
018NY6XC00VT0NMMGJBS8VX4EA,"","Humboldt Berry"
018NY6XC00VTWQ4HP19N1X52YF,"","Humboldt County Indica"
018NY6XC00VTM1SSNJZ1ZDWMMY,"","Humboldt Dream"
018NY6XC00VT0RTRHB8GHV4NFR,"","Humboldt Headband"
018NY6XC00VTGJRAE054PKZ0KK,"","Humboldt Honey"
018NY6XC00VTEXB3CQCXGW5240,"","Humboldt OG"
018NY6XC00VTNMGQ172Q6DX56P,"","Humboldt Select"
018NY6XC00VTCCKFNFTZSY4XAB,"","Humboldt Snow"
018NY6XC00VT43242FJWSNQZMW,"","Humboldt Treetop"
018NY6XC00VTGV0P102PVV5KAN,"","Humbolt OG"
01E7C1BNBVDP3QFJMY7JSTXYHV,"Indica/Sativa","Humdinger OG"
018NY6XC00VTAQH35QQRX139G5,"","Humpty Doo Haze"
018NY6XC00VTS7TJ3BDRFE3BWW,"","Hunt Dog"
018NY6XC00VTBMKE3J1QW8PC17,"","Hurkle"
018NY6XC00VTGRDR8XSCETW2EB,"","Huron"
018NY6XC00VT6FDEJ161BDX7V2,"","Hurricane"
018NY6XC00VTPWKNHN8AVC5JEK,"","Hurricane OG"
01E7C1BQWE1ARXW1S2A58DQDB8,"Indica/Sativa","Husky"
018NY6XC00VTKZET6D92Y419VG,"","Husky OG"
018NY6XC00VTA9VMBDP7THAQ2F,"","Hustler Kush"
018NY6XC00VTEAT2JPDCF9S9DQ,"Indica","Hybican"
018NY6XC00VTJSJEGZ6ME3RNHP,"","Hybrid"
018NY6XC00VTGSP8TZJWFVY3N6,"","Hybrid Krasnodarskii 10 FB Russia"
018NY6XC00VTSG8K5MMJJ9YZFR,"Hybrid","Hybridol A"
018NY6XC00VTF4HH8RN378F458,"Hybrid","Hybridol AB"
018NY6XC00VTCS5WBW21BVX3EN,"Hybrid","Hybridol B"
018NY6XC00VTXY6VXEPJM61YWR,"Hybrid","Hybridol C"
018NY6XC00VTEG0X5VSARWEF70,"Hybrid","Hybridol D"
018NY6XC00VTQS4RX1VZB1MTED,"Hybrid","Hybridol E"
018NY6XC00VTTWTDBRJEW6WXE6,"Hybrid","Hybridol F"
018NY6XC00VTHBWFQCQ155W6DA,"Hybrid","Hybridol G"
018NY6XC00VTH85B1K3ARBWHQF,"Hybrid","Hybridol H"
018NY6XC00VT285N084YV7N7NT,"Hybrid","Hybridol I"
018NY6XC00VTEA412KTN2Y876J,"Hybrid","Hybridol J"
018NY6XC00VTXYB15PRHP22WBA,"Hybrid","Hybridol K"
018NY6XC00VTVA4P1C9CNWNQPB,"Hybrid","Hybridol M"
018NY6XC00VTXRZPH8314RQTHK,"Hybrid","Hybridol N"
018NY6XC00VT6DKJE4FMCWWQ39,"Hybrid","Hybridol O"
018NY6XC00VTG0CAH2DV86VQ4P,"Hybrid","Hybridol P"
018NY6XC00VTQAPHF20GQ5G3HC,"Hybrid","Hybridol Q"
018NY6XC00VT1CVF3DTJEBH23V,"Hybrid","Hybridol R"
018NY6XC00VTVF09ZNVMD9RGJN,"Hybrid","Hybridol S"
018NY6XC00VTDQF642W1XCJRV4,"Hybrid","Hybridol T"
018NY6XC00VT6D0YA4XMVSY83S,"Hybrid","Hybridol U"
018NY6XC00VT50M8F3DBD93BWQ,"Hybrid","Hybridol V"
018NY6XC00VTA3NY8W26J8RFV0,"Hybrid","Hybridol W"
018NY6XC00VT7SSRC2C4J7ESGF,"Hybrid","Hybridol X"
018NY6XC00VTYPY9CKB5T0NYY9,"Hybrid","Hybridol Y"
018NY6XC00VTFCD26XGZEYQ01T,"Hybrid","Hybridol Z"
018NY6XC00VT7Y24ZPM8WDVATB,"","Hydro Green Crack"
018NY6XC00VTJ2H47BKFBX3JT7,"","Hyper Blue"
018NY6XC00VTQ8N76EAE2ADA7B,"","Hypnotic"
018NY6XC00VT0Z5S1YYGZET5GC,"","Hypnotiq Haze"
018NY6XC00VTAM06D3H7JDXVF6,"","ʻAlenuihāhā"
018NY6XC00VTB06YY51B7J3P58,"","I-95"
018NY6XC00VT0C4RVR2JK0R0VG,"","I AM 12"
01E7C1D9QPTYCXQY8RP4YJE1BV,"Sativa","iCann Forte 190"
018NY6XC00VTC2WMD2G63DED6Q,"Sativa","Icarilex"
01E7C1DAGWRV0BM24M6852RQ4A,"Indica/Sativa","Icarus"
018NY6XC00VT47RQP6MCPPEQR5,"","Ice"
01E7C1DBX4AWHPSR9VMBJ4WWGE,"Indica/Sativa","Iceberg"
018NY6XC00VTZVFXJQZZTAHRQS,"","Iceberg Cookiez"
018NY6XC00VTEEQSS5N1WXWDX1,"","IceBerry"
018NY6XC00VT8HPP3G93G3DAZ9,"","Ice Bomb"
018NY6XC00VTQ93D4R1FBKX651,"","Ice Cool"
018NY6XC00VT9Q2QMZTVBH1J8J,"","Ice Cream"
01E7C1DDV0W6RBGQ38888WHATD,"Indica/Sativa","Ice Cream Cake"
018NY6XC00VT8QM8PN26ZD0NYW,"","Ice Cream Cake F2"
01E7C1DEKSXJDS6R6K8V9WG8QB,"Indica/Sativa","Ice Cream Man"
018NY6XC00VTVJ4Y0K5QBW0QR3,"","Iced Apple"
018NY6XC00VTRMJVJJTSP35YMM,"","Iced Grapefruit"
018NY6XC00VT732BXZF3WKTZP2,"","Iced Pineapple"
018NY6XC00VT6WKXSXBARXNBJP,"","Ice Dream"
018NY6XC00VTTTE9TDR281RQXT,"","Iced Widow"
018NY6XC00VTYJNM2KTQV3G26V,"","Ice (Nirvana)"
018NY6XC00VTSHE0VRH3PQEENM,"","Ice (Paradise)"
018NY6XC00VTWVCD6F8RNSYDV1,"","Ice Princess"
018NY6XC00VT62N2XES937XCG3,"","Ice Queen"
018NY6XC00VTDWJE67TGMB9866,"","Ice wreck"
018NY6XC00VT0WK3K7BNHKHVVS,"","Ice Wreck"
018NY6XC00VTSJBFGY45RZPQEA,"","IE CC Skywalker"
018NY6XC00VT8N5JHX7BEGRHP8,"","I.E.D."
018NY6XC00VTCX65T9YF1VQF7Z,"","I.E.D. (Illuminati)"
018NY6XC00VTCYFAHX06ZTA75Z,"","Ierdbei F3"
018NY6XC00VTNDPR2P4J25Z85F,"","IFC OG"
018NY6XC00VTVSCFXQ0JQP4TNN,"","IG Kush"
018NY6XC00VTT6SNZP2XJFVNH7,"","Igzactly Jack"
018NY6XC00VTEA7ADZQRCCTHTN,"","Ill OG"
01E7C1FTWV7TZ2G75WTJTAYHEE,"Sativa/Indica","Illumidodi"
018NY6XC00VTHAHW9TGHR8JWZF,"","Illuminati OG"
01E7C1FW8APCWC6VQZ42D24P3B,"Indica/Sativa","Illusion Og"
018NY6XC00VT2Y9W0G80369T2H,"","ILTAKIT"
018NY6XC00VT5ABYY8AHAF5A3R,"","I'm From Hollywood"
018NY6XC00VT5426RD7BN89GDH,"","Immortal OG"
01E7C1FXKM02G7RQ9XFFC7BQHV,"Hybrid","Imperial Headliner"
018NY6XC00VT51JK3JD6ZXY16D,"","Impressions"
018NY6XC00VTG0NHZ7SBBPWQ4J,"","Inca Spirit"
018NY6XC00VTXB453E6TPXHDDD,"","Incrediberry"
01E7C1FYYZMD9W7EWCM3SSA9VS,"Indica/Sativa","incredible bulk"
018NY6XC00VTTRHKMEC3Q73173,"","Incredible Bulk"
018NY6XC00VTVAV9GEFW4TT29D,"","Incredible Hulk"
018NY6XC00VTYGTX9YTWS81G7V,"","Incredible lemon Haze"
